ticker,status,bars
HYEM,ok,1256
HYG,ok,1256
HYGH,ok,1256
HYGV,ok,1256
HYLB,ok,1256
HYLS,ok,1256
HYZD,ok,1256
IAGG,ok,1256
IAI,ok,1256
IAT,ok,1256
IAU,ok,1256
IAUM,ok,1163
IBB,ok,1256
ICF,ok,1256
ICLN,ok,1256
ICSH,ok,1256
IDEV,ok,1256
IDNA,ok,1256
IDRV,ok,1256
IDU,ok,1256
IDV,ok,1256
IEF,ok,1256
IEFA,ok,1256
IEI,ok,1256
IEMG,ok,1256
IEO,ok,1256
IEUR,ok,1256
IEV,ok,1256
IEZ,ok,1256
IFRA,ok,1256
IG,ok,1256
IGF,ok,1256
IGIB,ok,1256
IGOV,ok,1256
IGV,ok,1256
IHE,ok,1256
IHF,ok,1256
IHI,ok,1256
IJH,ok,1256
IJJ,ok,1256
IJK,ok,1256
IJR,ok,1256
IJS,ok,1256
IJT,ok,1256
ILCG,ok,1232
ILCV,ok,1232
ILF,ok,1256
IMCB,ok,1232
IMCG,ok,1232
IMCV,ok,1232
IMOM,ok,1255
INDA,ok,1256
INDS,ok,1256
INDY,ok,1256
INTF,ok,1256
IOO,ok,1256
IPAY,ok,1256
IQDY,ok,1256
IQLT,ok,1256
ISHG,ok,1256
ITA,ok,1256
ITB,ok,1256
ITM,ok,1256
ITOT,ok,1256
IUSB,ok,1256
IUSG,ok,1256
IUSV,ok,1256
IVAL,ok,1255
IVE,ok,1256
IVOO,ok,1256
IVV,ok,1256
IVW,ok,1256
IWB,ok,1256
IWD,ok,1256
IWF,ok,1256
IWL,ok,1256
IWM,ok,1256
IWN,ok,1256
IWO,ok,1256
IWR,ok,1256
IWX,ok,1256
IWY,ok,1256
IXUS,ok,1256
IYC,ok,1256
IYE,ok,1256
IYF,ok,1256
IYG,ok,1256
IYH,ok,1256
IYJ,ok,1256
IYK,ok,1256
IYM,ok,1256
IYR,ok,1256
IYT,ok,1256
IYW,ok,1256
IYZ,ok,1256
JEPI,ok,1256
JMOM,ok,1256
JNK,ok,1256
JPST,ok,1256
JQUA,ok,1256
JVAL,ok,1256
KARS,ok,1256
KBE,ok,1256
KBWB,ok,1256
KBWD,ok,1256
KBWP,ok,1256
KBWR,ok,1256
KBWY,ok,1256
KCE,ok,1256
KIE,ok,1256
KMLM,ok,1256
KRE,ok,1256
KRMA,ok,1256
KWEB,ok,1256
KXI,ok,1256
LEMB,ok,1256
LGLV,ok,1256
LIT,ok,1256
LQD,ok,1256
LRGF,ok,1256
LTPZ,ok,1256
LVHD,ok,1256
MCHI,ok,1256
MDY,ok,1256
MDYG,ok,1256
MDYV,ok,1256
MGK,ok,1256
MGV,ok,1256
MINT,ok,1256
MJ,ok,1256
MMIN,ok,1256
MMIT,ok,1256
MMTM,ok,1256
MNA,ok,1256
MOO,ok,1256
MSOS,ok,1256
MTUM,ok,1256
MUB,ok,1256
MUST,ok,1256
MXI,ok,1256
NEAR,ok,1256
NERD,ok,1255
NFRA,ok,1256
NOBL,ok,1256
NORW,ok,1076
NUSC,ok,1256
OIH,ok,1256
OUNZ,ok,1256
OUSA,ok,1255
PALL,ok,1256
PAVE,ok,1256
PBD,ok,1256
PBJ,ok,1256
PBW,ok,1256
PCY,ok,1256
PDBC,ok,1256
PDI,ok,1256
PDP,ok,1256
PEJ,ok,1256
PFF,ok,1256
PFFA,ok,1256
PFFR,ok,1256
PFFV,ok,1256
PFXF,ok,1256
PGF,ok,1256
PGJ,ok,1256
PGX,ok,1256
PHB,ok,1256
PICB,ok,1256
PICK,ok,1256
PIE,ok,1256
PIN,ok,1256
PJP,ok,1256
PKB,ok,1256
PPA,ok,1256
PPLT,ok,1256
PRAY,ok,1007
PRFZ,ok,1256
PSCC,ok,1256
PSCD,ok,1256
PSCF,ok,1255
PSCI,ok,1256
PSI,ok,1256
PSK,ok,1256
PSR,ok,1256
PTH,ok,1256
PTNQ,ok,1256
PUI,ok,1256
PVI,ok,1256
PWZ,ok,1256
PXE,ok,1256
PXI,ok,1256
PZA,ok,1256
QAI,ok,1256
QCLN,ok,1256
QLTA,ok,1256
QMOM,ok,1255
QTEC,ok,1256
QUAL,ok,1256
QYLD,ok,1256
RDVY,ok,1256
REET,ok,1256
REMX,ok,1256
ROBO,ok,1256
ROKT,ok,1256
RPV,ok,1256
RSPC,ok,1254
RSPD,ok,1256
RSPS,ok,1256
RSPU,ok,1256
RTH,ok,1256
RWO,ok,1256
RWR,ok,1256
RYLD,ok,1256
SBIO,ok,1256
SCHA,ok,1256
SCHB,ok,1256
SCHD,ok,1256
SCHE,ok,1256
SCHF,ok,1256
SCHG,ok,1256
SCHH,ok,1256
SCHI,ok,1256
SCHM,ok,1256
SCHO,ok,1256
SCHP,ok,1256
SCHR,ok,1256
SCHV,ok,1256
SCHX,ok,1256
SCHY,ok,1205
SCHZ,ok,1256
SCZ,ok,1256
SDY,ok,1256
SGOL,ok,1256
SHE,ok,1256
SHM,ok,1256
SHV,ok,1256
SHY,ok,1256
SHYG,ok,1256
SIL,ok,1256
SIVR,ok,1256
SIZE,ok,1256
SJNK,ok,1256
SKYY,ok,1256
SLQD,ok,1256
SLV,ok,1256
SLVP,ok,1256
SLX,ok,1256
SLYG,ok,1256
SLYV,ok,1256
SMB,ok,1256
SMH,ok,1256
SMOG,ok,1256
SNSR,ok,1256
SOXX,ok,1256
SOYB,ok,1256
SPAB,ok,1256
SPEM,ok,1256
SPEU,ok,1256
SPHD,ok,1256
SPHQ,ok,1256
SPIP,ok,1256
SPLB,ok,1256
SPLV,ok,1256
SPMO,ok,1256
SPSM,ok,1256
SPTL,ok,1256
SPTM,ok,1256
SPTS,ok,1256
SPY,ok,1256
SPYG,ok,1256
SPYV,ok,1256
SRLN,ok,1256
SRVR,ok,1256
STPZ,ok,1256
SUB,ok,1256
SUSA,ok,1256
SUSC,ok,1256
SUSL,ok,1256
SWAN,ok,1256
TAIL,ok,1256
TAN,ok,1256
TDF,ok,1256
TDIV,ok,1256
TDTT,ok,1256
TDV,ok,1256
TFI,ok,1256
TFLO,ok,1256
THD,ok,1256
THRM,ok,1256
TIP,ok,1256
TIPX,ok,1256
TLT,ok,1256
TOKE,ok,1256
TOTL,ok,1256
TUR,ok,1256
UBR,ok,1256
UDN,ok,1256
UFO,ok,1256
UGA,ok,1256
UNG,ok,1256
URTH,ok,1256
USDU,ok,1256
USFR,ok,1256
USHY,ok,1256
USIG,ok,1256
USMV,ok,1256
USO,ok,1256
USRT,ok,1256
USSG,ok,1256
UUP,ok,1256
VAW,ok,1256
VB,ok,1256
VBK,ok,1256
VBR,ok,1256
VCIT,ok,1256
VCLT,ok,1256
VCR,ok,1256
VCSH,ok,1256
VDC,ok,1256
VDE,ok,1256
VEA,ok,1256
VEGI,ok,1256
VEU,ok,1256
VFH,ok,1256
VFMF,ok,1256
VGIT,ok,1256
VGK,ok,1256
VGLT,ok,1256
VGSH,ok,1256
VGT,ok,1256
VHT,ok,1256
VICE,ok,1256
VIG,ok,1256
VIOG,ok,1256
VIOO,ok,1256
VIOV,ok,1256
VIS,ok,1256
VLUE,ok,1256
VNQ,ok,1256
VO,ok,1256
VOE,ok,1256
VONG,ok,1256
VONV,ok,1256
VOO,ok,1256
VOOV,ok,1256
VOT,ok,1256
VOTE,ok,1166
VOX,ok,1256
VPC,ok,1256
VPU,ok,1256
VSGX,ok,1256
VSS,ok,1256
VTEB,ok,1256
VTES,ok,737
VTI,ok,1256
VTIP,ok,1256
VTV,ok,1256
VTWO,ok,1256
VUG,ok,1256
VV,ok,1256
VWO,ok,1256
VWOB,ok,1256
VXUS,ok,1256
VXZ,ok,1256
VYM,ok,1256
VYMI,ok,1256
WCLD,ok,1256
WDIV,ok,1256
WEAT,ok,1256
WOMN,ok,1256
XBI,ok,1256
XES,ok,1256
XHB,ok,1256
XHS,ok,1256
XLB,ok,1256
XLC,ok,1256
XLE,ok,1256
XLF,ok,1256
XLI,ok,1256
XLK,ok,1256
XLP,ok,1256
XLRE,ok,1256
XLU,ok,1256
XLV,ok,1256
XLY,ok,1256
XME,ok,1256
XMLV,ok,1256
XMMO,ok,1256
XPH,ok,1256
XRT,ok,1256
XSD,ok,1256
XT,ok,1256
XTN,ok,1256
YOLO,ok,1256
ZROZ,ok,1256
AADR,ok,1255,2026-02-14T02:20:20.800125
CHGX,ok,311,2026-02-14T02:20:33.372803
DEMZ,ok,1256,2026-02-14T02:20:45.918631
HOMZ,ok,1256,2026-02-14T02:20:58.744180
PSCF,ok,1256,2026-02-14T02:21:11.374249
AAA,empty,0,2026-02-14T02:21:24.376174
AAAA,ok,148,2026-02-14T02:21:37.208133
AAAC,ok,44,2026-02-14T02:21:49.915609
AAEQ,ok,45,2026-02-14T02:22:02.620017
AALG,ok,151,2026-02-14T02:22:15.375646
AAPB,ok,883,2026-02-14T02:22:28.233948
AAPD,ok,883,2026-02-14T02:22:41.123736
AAPR,ok,471,2026-02-14T02:22:53.892817
AAPU,ok,883,2026-02-14T02:23:06.771769
AAPW,ok,249,2026-02-14T02:23:19.628998
AAPX,ok,525,2026-02-14T02:23:32.420112
AAPY,ok,575,2026-02-14T02:23:45.571603
AAUM,ok,94,2026-02-14T02:23:58.320653
AAUS,ok,143,2026-02-14T02:24:11.050632
AAVM,ok,1255,2026-02-14T02:24:24.525520
ABCS,ok,539,2026-02-14T02:24:37.323804
ABEQ,ok,1256,2026-02-14T02:24:50.158176
ABFL,ok,1256,2026-02-14T02:25:03.364394
ABI,ok,161,2026-02-14T02:25:16.086889
ABIG,ok,214,2026-02-14T02:25:28.793750
ABLD,ok,1045,2026-02-14T02:25:41.944771
ABLG,ok,1256,2026-02-14T02:25:55.085867
ABLS,ok,249,2026-02-14T02:26:07.808016
ABNG,ok,61,2026-02-14T02:26:20.504749
ABNY,ok,412,2026-02-14T02:26:33.515263
ABOT,ok,1256,2026-02-14T02:26:46.736217
ABXB,ok,1256,2026-02-14T02:26:59.954228
ACEI,ok,98,2026-02-14T02:27:12.727284
ACEP,ok,57,2026-02-14T02:27:25.443557
ACGR,ok,1161,2026-02-14T02:27:38.592111
ACII,ok,98,2026-02-14T02:27:51.311494
ACIO,ok,1256,2026-02-14T02:28:04.231398
ACKY,ok,110,2026-02-14T02:28:16.959105
ACLC,ok,1256,2026-02-14T02:28:30.205385
ACLO,ok,310,2026-02-14T02:28:42.929249
ACSG,ok,83,2026-02-14T02:28:55.730429
ACSI,ok,1256,2026-02-14T02:29:08.751354
ACSV,ok,83,2026-02-14T02:29:21.500399
ACVF,ok,1256,2026-02-14T02:29:34.395148
ACVT,ok,200,2026-02-14T02:29:47.175105
ADBG,ok,227,2026-02-14T02:30:59.925063
ADFI,ok,1256,2026-02-14T02:31:12.854590
ADIV,ok,1227,2026-02-14T02:31:25.880693
ADME,ok,1256,2026-02-14T02:31:38.692650
ADPV,ok,821,2026-02-14T02:31:51.443842
ADVE,ok,601,2026-02-14T02:32:04.271699
AEMS,ok,158,2026-02-14T02:32:16.978860
AESR,ok,1256,2026-02-14T02:32:29.798538
AETH,ok,595,2026-02-14T02:32:42.561842
AFIF,ok,1256,2026-02-14T02:32:55.540848
AFIX,ok,298,2026-02-14T02:33:08.322009
AFLG,ok,1256,2026-02-14T02:33:21.099907
AFMC,ok,1256,2026-02-14T02:33:33.925635
AFOS,ok,161,2026-02-14T02:33:46.715379
AFRU,ok,105,2026-02-14T02:33:59.408566
AFSC,ok,250,2026-02-14T02:34:12.145817
AFSM,ok,1256,2026-02-14T02:34:24.938425
AGEM,ok,250,2026-02-14T02:34:37.660729
AGGA,ok,199,2026-02-14T02:34:50.579613
AGGH,ok,1003,2026-02-14T02:35:03.448438
AGGS,ok,448,2026-02-14T02:35:16.194781
AGGY,ok,1256,2026-02-14T02:35:29.240440
AGIQ,ok,114,2026-02-14T02:35:41.966429
AGIX,ok,396,2026-02-14T02:35:54.718370
AGMI,ok,446,2026-02-14T02:36:07.457645
AGNG,ok,1254,2026-02-14T02:36:20.482394
AGOX,ok,1198,2026-02-14T02:36:33.333835
AGQ,ok,1256,2026-02-14T02:36:46.300605
AGQI,ok,558,2026-02-14T02:36:59.157886
AGRH,ok,914,2026-02-14T02:37:11.986871
AGRW,ok,223,2026-02-14T02:37:24.711015
AGZ,ok,1256,2026-02-14T02:37:37.853010
AGZD,ok,1256,2026-02-14T02:37:50.985241
AHLT,ok,616,2026-02-14T02:38:03.745820
AHYB,ok,1063,2026-02-14T02:38:16.782373
AIBD,ok,439,2026-02-14T02:38:29.527961
AIBU,ok,439,2026-02-14T02:38:42.256142
AIFD,ok,446,2026-02-14T02:38:55.384021
AIMS,ok,4,2026-02-14T02:39:08.159261
AINP,ok,298,2026-02-14T02:39:21.005264
AINT,ok,6,2026-02-14T02:39:33.759919
AIOO,ok,158,2026-02-14T02:39:46.527392
AIPI,ok,426,2026-02-14T02:39:59.270889
AIPO,ok,141,2026-02-14T02:40:11.974407
AIRR,ok,1256,2026-02-14T02:40:24.940164
AIS,ok,300,2026-02-14T02:41:37.685178
AIUP,ok,6,2026-02-14T02:41:50.609932
AIVC,ok,1256,2026-02-14T02:42:04.116953
AIVI,ok,1023,2026-02-14T02:42:17.122258
AIVL,ok,1023,2026-02-14T02:42:30.452426
AIYY,ok,555,2026-02-14T02:42:43.491981
AJAN,ok,532,2026-02-14T02:42:56.224989
AJUL,ok,408,2026-02-14T02:43:08.953288
AKAF,ok,161,2026-02-14T02:43:21.726419
AKRE,ok,76,2026-02-14T02:43:34.465282
ALAI,ok,467,2026-02-14T02:43:47.299590
ALBG,ok,23,2026-02-14T02:44:00.029441
ALIL,ok,214,2026-02-14T02:44:12.756903
ALLW,ok,238,2026-02-14T02:44:25.477936
ALRG,ok,154,2026-02-14T02:44:38.208656
ALTL,ok,1256,2026-02-14T02:44:51.192301
ALTY,ok,1256,2026-02-14T02:45:04.212711
AMAX,ok,1066,2026-02-14T02:45:17.269494
AMDD,ok,253,2026-02-14T02:45:29.995868
AMDG,ok,266,2026-02-14T02:45:42.739782
AMDL,ok,480,2026-02-14T02:45:55.473556
AMDW,ok,142,2026-02-14T02:46:08.209356
AMDY,ok,604,2026-02-14T02:46:21.251727
AMID,ok,877,2026-02-14T02:46:34.021747
AMJB,ok,515,2026-02-14T02:46:46.793488
AMOM,ok,1256,2026-02-14T02:46:59.619473
AMUN,ok,81,2026-02-14T02:47:12.701621
AMUU,ok,253,2026-02-14T02:47:25.435912
AMYY,ok,105,2026-02-14T02:47:38.151433
AMZA,ok,1256,2026-02-14T02:47:51.247248
AMZD,ok,863,2026-02-14T02:48:04.026439
AMZP,ok,573,2026-02-14T02:48:17.170073
AMZU,ok,863,2026-02-14T02:48:29.936460
AMZW,ok,166,2026-02-14T02:48:42.673826
AMZY,ok,643,2026-02-14T02:48:55.508155
AMZZ,ok,480,2026-02-14T02:49:08.265769
ANEL,ok,113,2026-02-14T02:49:20.981177
ANEW,ok,1256,2026-02-14T02:49:33.769398
ANV,ok,9,2026-02-14T02:49:46.553731
AOCT,ok,344,2026-02-14T02:49:59.290044
AOHY,ok,499,2026-02-14T02:50:12.697616
AOTG,ok,911,2026-02-14T02:50:25.446710
AOTS,ok,36,2026-02-14T02:50:38.152571
APCB,ok,699,2026-02-14T02:50:50.944696
APIE,ok,699,2026-02-14T02:51:03.681664
APLU,ok,298,2026-02-14T02:52:16.413554
APLX,ok,110,2026-02-14T02:52:28.964298
APLY,ok,710,2026-02-14T02:52:41.811186
APLZ,ok,17,2026-02-14T02:52:54.551823
APMU,ok,699,2026-02-14T02:53:07.294596
APOC,ok,344,2026-02-14T02:53:20.026349
APPX,ok,203,2026-02-14T02:53:32.758630
APRB,ok,85,2026-02-14T02:53:45.474547
APRH,ok,720,2026-02-14T02:53:58.240949
APRJ,ok,720,2026-02-14T02:54:11.014186
APRP,ok,471,2026-02-14T02:54:23.772829
APRT,ok,1256,2026-02-14T02:54:37.097083
APRW,ok,1256,2026-02-14T02:54:50.387576
APRZ,ok,1223,2026-02-14T02:55:03.349121
APUE,ok,699,2026-02-14T02:55:16.088614
APXM,ok,207,2026-02-14T02:55:28.805340
AQEC,ok,60,2026-02-14T02:55:41.522297
AQLT,ok,293,2026-02-14T02:55:54.275897
AQWA,ok,1218,2026-02-14T02:56:07.047915
ARB,ok,1256,2026-02-14T02:56:19.830009
ARCM,ok,1256,2026-02-14T02:56:32.766495
ARCX,ok,172,2026-02-14T02:56:45.501525
AREA,ok,362,2026-02-14T02:56:58.251388
ARKB,ok,525,2026-02-14T02:57:10.972892
ARKD,ok,30,2026-02-14T02:57:23.728641
ARKT,ok,94,2026-02-14T02:57:36.486679
ARLU,ok,471,2026-02-14T02:57:49.223976
ARMG,ok,273,2026-02-14T02:58:01.995811
ARMH,ok,232,2026-02-14T02:58:14.936425
ARMU,ok,240,2026-02-14T02:58:27.677059
ARMW,ok,78,2026-02-14T02:58:40.388051
ARP,ok,788,2026-02-14T02:58:53.165164
ARTY,ok,1256,2026-02-14T02:59:06.300892
ARVR,ok,959,2026-02-14T02:59:19.065917
ARWG,ok,32,2026-02-14T02:59:31.835720
ASCE,ok,154,2026-02-14T02:59:44.591994
ASCI,ok,81,2026-02-14T02:59:57.314465
ASEA,ok,1256,2026-02-14T03:00:10.236418
ASGM,ok,134,2026-02-14T03:00:22.950285
ASHS,ok,1256,2026-02-14T03:00:35.775123
ASIA,ok,601,2026-02-14T03:00:48.495793
ASLV,ok,223,2026-02-14T03:01:01.219807
ASMF,ok,438,2026-02-14T03:01:13.942212
ASMG,ok,273,2026-02-14T03:01:26.648989
ASMH,ok,232,2026-02-14T03:01:39.577888
ASMU,ok,3,2026-02-14T03:02:52.344099
ASTN,ok,6,2026-02-14T03:03:05.098760
ASTX,ok,151,2026-02-14T03:03:17.817481
ATFV,ok,1202,2026-02-14T03:03:30.784481
ATTR,ok,75,2026-02-14T03:03:43.518153
AUAU,ok,45,2026-02-14T03:03:56.240069
AUGM,ok,374,2026-02-14T03:04:08.967902
AUGP,ok,442,2026-02-14T03:04:21.714092
AUGT,ok,638,2026-02-14T03:04:34.646535
AUGU,ok,386,2026-02-14T03:04:47.388490
AUGW,ok,638,2026-02-14T03:05:00.302668
AUGZ,ok,1256,2026-02-14T03:05:13.310832
AUMI,ok,544,2026-02-14T03:05:26.324469
AURU,ok,89,2026-02-14T03:05:39.079749
AUSF,ok,1256,2026-02-14T03:05:51.986095
AUSM,ok,154,2026-02-14T03:06:04.733083
AVEE,ok,567,2026-02-14T03:06:17.485113
AVEM,ok,1256,2026-02-14T03:06:30.424899
AVES,ok,1098,2026-02-14T03:06:43.207278
AVGB,ok,208,2026-02-14T03:06:55.968319
AVGE,ok,847,2026-02-14T03:07:08.723695
AVGG,ok,188,2026-02-14T03:07:21.469125
AVGU,ok,149,2026-02-14T03:07:34.176013
AVGV,ok,660,2026-02-14T03:07:46.947330
AVGW,ok,142,2026-02-14T03:07:59.691100
AVGX,ok,371,2026-02-14T03:08:12.419766
AVIE,ok,847,2026-02-14T03:08:25.408550
AVIG,ok,1256,2026-02-14T03:08:38.315918
AVIV,ok,1098,2026-02-14T03:08:51.111465
AVL,ok,337,2026-02-14T03:09:03.828819
AVLC,ok,597,2026-02-14T03:09:16.564171
AVLV,ok,1103,2026-02-14T03:09:29.400821
AVMA,ok,660,2026-02-14T03:09:42.144885
AVMC,ok,567,2026-02-14T03:09:55.093463
AVMU,ok,1256,2026-02-14T03:10:07.993003
AVMV,ok,567,2026-02-14T03:10:20.927697
AVNM,ok,660,2026-02-14T03:10:33.664911
AVNV,ok,660,2026-02-14T03:10:46.419516
AVRE,ok,1098,2026-02-14T03:10:59.213414
AVRY,ok,17,2026-02-14T03:11:11.960871
AVS,ok,337,2026-02-14T03:11:24.694300
AVSC,ok,1025,2026-02-14T03:11:37.493529
AVSD,ok,982,2026-02-14T03:11:50.260595
AVSE,ok,973,2026-02-14T03:12:03.061942
AVSF,ok,1256,2026-02-14T03:12:15.980505
AVSU,ok,982,2026-02-14T03:13:28.778364
AVTM,ok,10,2026-02-14T03:13:41.548688
AVUQ,ok,223,2026-02-14T03:13:54.270885
AVXC,ok,477,2026-02-14T03:14:06.999039
AVXX,ok,77,2026-02-14T03:14:19.761806
AWAY,ok,1256,2026-02-14T03:14:32.886898
AXUP,ok,105,2026-02-14T03:14:45.607614
AZTD,ok,876,2026-02-14T03:14:58.378484
AZYY,ok,105,2026-02-14T03:15:11.133443
BABO,ok,381,2026-02-14T03:15:23.898434
BABU,ok,3,2026-02-14T03:15:36.649157
BABW,ok,78,2026-02-14T03:15:49.355315
BABX,ok,795,2026-02-14T03:16:02.080458
BAFE,ok,310,2026-02-14T03:16:14.823291
BAGY,ok,201,2026-02-14T03:16:27.569141
BAI,ok,329,2026-02-14T03:16:40.318365
BAIG,ok,122,2026-02-14T03:16:53.052187
BALI,ok,597,2026-02-14T03:17:05.817495
BALQ,ok,50,2026-02-14T03:17:18.537592
BALT,ok,1161,2026-02-14T03:17:31.315287
BAMA,ok,597,2026-02-14T03:17:44.058545
BAMB,ok,598,2026-02-14T03:17:56.777105
BAMD,ok,597,2026-02-14T03:18:09.508936
BAMG,ok,598,2026-02-14T03:18:22.241402
BAMO,ok,597,2026-02-14T03:18:34.984765
BAMU,ok,598,2026-02-14T03:18:47.723804
BAMV,ok,598,2026-02-14T03:19:00.480143
BAMY,ok,597,2026-02-14T03:19:13.306354
BAPR,ok,1256,2026-02-14T03:19:26.158779
BASG,ok,168,2026-02-14T03:19:38.907763
BASV,ok,168,2026-02-14T03:19:51.612260
BATT,ok,1256,2026-02-14T03:20:04.408125
BAUG,ok,1256,2026-02-14T03:20:17.237426
BBAG,ok,1255,2026-02-14T03:20:30.923641
BBAX,ok,1256,2026-02-14T03:20:44.037794
BBB,ok,534,2026-02-14T03:20:56.979787
BBBI,ok,516,2026-02-14T03:21:09.728589
BBBL,ok,516,2026-02-14T03:21:22.473257
BBBS,ok,516,2026-02-14T03:21:35.213424
BBC,ok,1256,2026-02-14T03:21:48.040373
BBCA,ok,1256,2026-02-14T03:22:01.144902
BBCB,ok,1255,2026-02-14T03:22:14.445952
BBEM,ok,693,2026-02-14T03:22:27.259562
BBEU,ok,1256,2026-02-14T03:22:40.393211
BBHL,ok,61,2026-02-14T03:22:53.113421
BBHM,ok,61,2026-02-14T03:24:05.840844
BBHY,ok,1255,2026-02-14T03:24:19.194936
BBIB,ok,707,2026-02-14T03:24:31.997165
BBIN,ok,1256,2026-02-14T03:24:44.913297
BBJP,ok,1256,2026-02-14T03:24:58.013054
BBLB,ok,707,2026-02-14T03:25:10.793348
BBLU,ok,835,2026-02-14T03:25:23.541250
BBMC,ok,1256,2026-02-14T03:25:36.487245
BBSB,ok,707,2026-02-14T03:25:49.240867
BBSC,ok,1256,2026-02-14T03:26:02.109763
BBYY,ok,80,2026-02-14T03:26:14.846776
BCCC,ok,176,2026-02-14T03:26:27.585850
BCDF,ok,888,2026-02-14T03:26:40.353883
BCFN,ok,42,2026-02-14T03:26:53.071415
BCGD,ok,42,2026-02-14T03:27:05.789203
BCHI,ok,252,2026-02-14T03:27:18.517483
BCHP,ok,651,2026-02-14T03:27:31.285480
BCIL,ok,477,2026-02-14T03:27:44.030709
BCKT,ok,99,2026-02-14T03:27:56.747716
BCLO,ok,262,2026-02-14T03:28:09.470095
BCOR,ok,200,2026-02-14T03:28:22.197224
BCPL,ok,24,2026-02-14T03:28:35.162523
BCSM,ok,42,2026-02-14T03:28:47.877839
BCTK,ok,42,2026-02-14T03:29:00.596611
BCUS,ok,538,2026-02-14T03:29:13.343749
BDBT,ok,164,2026-02-14T03:29:26.069148
BDEC,ok,1256,2026-02-14T03:29:38.929025
BDGS,ok,693,2026-02-14T03:29:51.677374
BDIV,ok,387,2026-02-14T03:30:04.434569
BDRY,ok,1256,2026-02-14T03:30:17.566390
BDVG,ok,659,2026-02-14T03:30:30.299066
BDVL,ok,106,2026-02-14T03:30:43.053737
BDYN,ok,106,2026-02-14T03:30:55.766754
BEDY,ok,47,2026-02-14T03:31:08.893553
BEDZ,ok,1211,2026-02-14T03:31:21.663653
BEEX,ok,291,2026-02-14T03:31:34.440448
BEEZ,ok,568,2026-02-14T03:31:47.198259
BEG,ok,41,2026-02-14T03:32:00.005157
BEGS,ok,256,2026-02-14T03:32:12.734237
BELT,ok,416,2026-02-14T03:32:25.447190
BEMB,ok,746,2026-02-14T03:32:38.255748
BENJ,ok,267,2026-02-14T03:32:51.154466
BERZ,ok,1127,2026-02-14T03:33:04.294318
BESF,ok,176,2026-02-14T03:33:17.037917
BETE,ok,595,2026-02-14T03:33:29.791904
BETH,ok,595,2026-02-14T03:34:42.537854
BETZ,ok,1256,2026-02-14T03:34:55.441754
BEX,ok,63,2026-02-14T03:35:08.169287
BEZ,ok,3,2026-02-14T03:35:21.261440
BFAP,ok,217,2026-02-14T03:35:33.980058
BFEB,ok,1256,2026-02-14T03:35:46.747672
BFIX,ok,1006,2026-02-14T03:35:59.605143
BFJA,ok,24,2026-02-14T03:36:12.366525
BFJL,ok,158,2026-02-14T03:36:25.145075
BFLB,ok,89,2026-02-14T03:36:37.859331
BFOC,ok,94,2026-02-14T03:36:50.609322
BFOR,ok,1256,2026-02-14T03:37:03.410278
BFRE,ok,223,2026-02-14T03:37:16.134091
BFRZ,ok,191,2026-02-14T03:37:28.855255
BGDV,ok,293,2026-02-14T03:37:41.591648
BGIG,ok,606,2026-02-14T03:37:54.338323
BGLD,ok,1256,2026-02-14T03:38:07.102623
BGRN,ok,1256,2026-02-14T03:38:20.012584
BGRO,ok,425,2026-02-14T03:38:32.722946
BHYB,ok,576,2026-02-14T03:38:45.473538
BIB,ok,1256,2026-02-14T03:38:58.409668
BIDD,ok,310,2026-02-14T03:39:11.319572
BIDG,ok,39,2026-02-14T03:39:24.060649
BIGY,ok,307,2026-02-14T03:39:36.811920
BIL,ok,1256,2026-02-14T03:39:49.737899
BILD,ok,554,2026-02-14T03:40:02.500931
BILS,ok,1256,2026-02-14T03:40:15.380555
BILT,ok,137,2026-02-14T03:40:28.105537
BILZ,ok,665,2026-02-14T03:40:40.848953
BINC,ok,685,2026-02-14T03:40:53.630304
BINT,ok,164,2026-02-14T03:41:06.400978
BINV,ok,592,2026-02-14T03:41:19.140032
BIS,ok,1256,2026-02-14T03:41:32.096514
BITB,ok,525,2026-02-14T03:41:44.803397
BITC,ok,729,2026-02-14T03:41:57.553654
BITK,ok,99,2026-02-14T03:42:10.305325
BITQ,ok,1196,2026-02-14T03:42:23.312608
BITS,ok,1065,2026-02-14T03:42:36.426123
BITU,ok,470,2026-02-14T03:42:49.187001
BITW,ok,1256,2026-02-14T03:43:02.275219
BITX,ok,662,2026-02-14T03:43:15.010630
BITY,ok,201,2026-02-14T03:43:27.797756
BIZD,ok,1256,2026-02-14T03:43:40.652298
BJAN,ok,1256,2026-02-14T03:43:53.485901
BJUL,ok,1256,2026-02-14T03:44:06.323475
BJUN,ok,1256,2026-02-14T03:45:19.115524
BKAG,ok,1256,2026-02-14T03:45:32.022382
BKCG,ok,221,2026-02-14T03:45:44.802501
BKCH,ok,1153,2026-02-14T03:45:57.942391
BKCI,ok,1050,2026-02-14T03:46:10.709375
BKDV,ok,320,2026-02-14T03:46:23.465317
BKEM,ok,1256,2026-02-14T03:46:36.318579
BKF,ok,1256,2026-02-14T03:46:49.256794
BKFI,ok,24,2026-02-14T03:47:02.374649
BKGI,ok,822,2026-02-14T03:47:15.135132
BKHY,ok,1256,2026-02-14T03:47:28.034283
BKIE,ok,1256,2026-02-14T03:47:40.970578
BKLC,ok,1256,2026-02-14T03:47:53.905975
BKLN,ok,1256,2026-02-14T03:48:06.996488
BKMC,ok,1256,2026-02-14T03:48:19.923381
BKMI,ok,24,2026-02-14T03:48:33.200660
