total_return,cagr,volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,avg_drawdown,max_drawdown_duration,skewness,kurtosis,win_rate,best_day,worst_day,avg_daily_return,median_daily_return,total_transaction_costs,num_rebalances,avg_turnover,stop_loss_num_stops,stop_loss_total_loss,stop_loss_avg_loss_pct,stop_loss_max_loss_pct,stop_loss_tickers
0.05532904280048068,0.027457741405428893,0.09159331805167964,-0.09514510571577355,-0.1284715664734544,0.22258665356931367,-0.12335753723382399,-0.05337093983125065,97,-0.6336062221967474,3.4116147976255404,0.530938123752495,0.019028773769328433,-0.0341173012529874,0.00012414819075839048,0.00035232499834614295,72072.92023519229,25,1.7478442254608066,45,-325510.0908657938,-0.11788694626129084,-0.1618980954065642,"['SIVR', 'SIVR', 'VXZ', 'VXZ', 'VXZ', 'VXZ', 'VXZ', 'VXZ', 'VXZ', 'VXZ', 'VXZ', 'VXZ', 'EDV', 'EDV', 'EDV', 'DBO', 'UGA', 'DBO', 'UGA', 'COMT', 'GSG', 'DBC', 'DBO', 'UGA', 'UGA', 'DBO', 'UGA', 'DBO', 'UGA', 'DBO', 'UGA', 'DBO', 'UGA', 'DBO', 'DBO', 'DBO', 'DBO', 'DBO', 'DBO', 'UGA', 'DBO', 'UGA', 'DBO', 'UGA', 'DBO']"
