total_return,cagr,volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,avg_drawdown,max_drawdown_duration,skewness,kurtosis,win_rate,best_day,worst_day,avg_daily_return,median_daily_return,total_transaction_costs,num_rebalances,avg_turnover
0.0593095623083133,0.029405217590350974,0.09357937918082626,-0.0709498138920103,-0.09865325349960449,0.23137445975430362,-0.12708929767605445,-0.05295379232043811,97,-0.4698481534758002,3.4223375608178634,0.5269461077844312,0.022920720946818074,-0.034131672928345735,0.00013238317644043827,0.00033364782546496663,72236.83751168568,25,1.7656718991888933
