total_return,cagr,volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_drawdown_duration,current_drawdown,win_rate,avg_win,avg_loss,best_day,worst_day,best_month,worst_month,positive_days,negative_days,total_days,num_rebalances,total_transaction_costs,avg_turnover,num_trades,final_value,final_cash,final_positions,total_contributions,investment_gain,roi_on_contributions,years_to_target
17.969446183639413,0.5324594229948825,0.19370583249279316,1.4970014657139714,42.59856406419069,77.10504507616746,-0.006905636621687954,29,-0.0007461337973477619,0.6371576022231044,0.00218304876550457,-0.000443374385269334,0.4679634165351221,-0.0030441855111437155,0.47534194313739686,0.004126216195105892,1605,914,2519,1,40.0,0.0,37,1893010.0483405709,1440835.432636445,23,1520000,373010.0483405709,0.24540134759248083,
