cagr,log_cagr,vol,sharpe,sortino,max_dd,config,window,num_positions,tau,regime,weighting,n_days,turnover,test
0.12195561299516444,0.11531002356442889,0.18407521609425168,0.5018008172283447,0.6240146003052989,-0.3211748834463364,regime_vix25_0.80,full,30,1.0,vix25_0.80,exponential,3875,0.31760059719692085,t3
0.10560497625238119,0.10080397887899728,0.16654413301475507,0.4487063351550781,0.6072793011629926,-0.18094812845220853,regime_vix25_0.80,5y,30,1.0,vix25_0.80,exponential,1254,0.31760059719692085,t3
0.17888827500989257,0.165554146096062,0.1475114772209655,0.9253662480182635,1.237475808101294,-0.11783788586474575,regime_vix25_0.80,3y,30,1.0,vix25_0.80,exponential,751,0.31760059719692085,t3
0.13041103414997224,0.12283354028237518,0.2028808899336557,0.5105732208961885,0.6206682766278144,-0.36942530384253847,cluster_tau1.00,full,30,1.0,off,exponential,3875,0.31760059719692085,t4
0.12442414660240275,0.11775148864530538,0.1823970095447554,0.5179111800359257,0.6925306753189869,-0.19059200627596973,cluster_tau1.00,5y,30,1.0,off,exponential,1254,0.31760059719692085,t4
0.19309124181451365,0.1776013933044414,0.15335101360998357,0.9744779291544208,1.300110209341629,-0.13388524145577008,cluster_tau1.00,3y,30,1.0,off,exponential,751,0.31760059719692085,t4
0.11354308781490641,0.10776819425187012,0.18242220814836937,0.4635108019472857,0.5522779438806222,-0.39429555716359543,cluster_tau0.90,full,30,0.9,off,exponential,3875,0.3738513892610955,t4
0.09690648050109218,0.0928728705537228,0.15077685419586215,0.4262894289367204,0.5803441656846625,-0.20844279476704786,cluster_tau0.90,5y,30,0.9,off,exponential,1254,0.3738513892610955,t4
0.17924801932725853,0.16586107623584914,0.1382909175651481,0.9797081598334525,1.299347895136179,-0.12265215872101032,cluster_tau0.90,3y,30,0.9,off,exponential,751,0.3738513892610955,t4
0.10470646101749637,0.09978455135946991,0.17376719718065695,0.43171307647793156,0.5110002874981295,-0.41766171210363534,cluster_tau0.80,full,30,0.8,off,exponential,3875,0.4135150407546216,t4
0.08152739493106687,0.07869539226660974,0.14435877591768267,0.3404255774608181,0.4578252139840855,-0.21563708035746798,cluster_tau0.80,5y,30,0.8,off,exponential,1254,0.4135150407546216,t4
0.16722802440429807,0.15555468908446177,0.1294622833368307,0.9576947027224957,1.27731671601866,-0.11808764172998454,cluster_tau0.80,3y,30,0.8,off,exponential,751,0.4135150407546216,t4
0.10410077053537092,0.0992349906970771,0.17572999197868683,0.42570921561406405,0.507984425581196,-0.4689765501379506,cluster_tau0.70,full,30,0.7,off,exponential,3875,0.46113570267429366,t4
0.09088711864088683,0.08734763440146187,0.1448985589092939,0.3994294414263874,0.5350578712868601,-0.21922168185038482,cluster_tau0.70,5y,30,0.7,off,exponential,1254,0.46113570267429366,t4
0.19153823180391338,0.17629110186656663,0.13038383004278592,1.1109748148592935,1.480124704636486,-0.10337769440658073,cluster_tau0.70,3y,30,0.7,off,exponential,751,0.46113570267429366,t4
0.0951533612282971,0.09108143619988113,0.1818936702024173,0.3726257619194111,0.4425928945658017,-0.5165025546556532,cluster_tau0.60,full,30,0.6,off,exponential,3875,0.49163731609475425,t4
0.08619172477521242,0.08301647479251614,0.14678339508386679,0.3666568003349515,0.48668243862024907,-0.24304510036560711,cluster_tau0.60,5y,30,0.6,off,exponential,1254,0.49163731609475425,t4
0.18238646765866862,0.1685348031680709,0.1315781175008937,1.0431205168031024,1.3694474529219227,-0.10588414323616913,cluster_tau0.60,3y,30,0.6,off,exponential,751,0.49163731609475425,t4
