config,window,risk_aversion,axioma_penalty,shrinkage_strength,n_resample,cagr,log_cagr,vol,sharpe,sortino,max_dd
mvo_r1.00_a0.001_s0.50_n0,3y,1.0,0.001,0.5,0,0.17960353142665952,0.16616430351771508,0.1577822684163234,0.879026887332191,1.1473531467469684,-0.12544551967730888
mvo_r1.00_a0.001_s0.80_n0,full,1.0,0.001,0.8,0,0.12917066055404347,0.1217334021901663,0.20855647576566488,0.49708336772022954,0.5994363212361126,-0.3860368243446255
mvo_r1.00_a0.001_s0.80_n0,5y,1.0,0.001,0.8,0,0.13223124507332695,0.12469904038707605,0.18573476546903295,0.54936127075595,0.7284031047687379,-0.1980424803636357
mvo_r1.00_a0.001_s0.80_n0,3y,1.0,0.001,0.8,0,0.17960353142665775,0.16616430351771327,0.15778226841632334,0.87902688733218,1.1473531467469538,-0.12544551967730888
mvo_r1.00_a0.010_s0.20_n0,full,1.0,0.01,0.2,0,0.12595493989785034,0.11887561050498256,0.21074898605673678,0.4805386593765152,0.5808809640058173,-0.3860368243446254
mvo_r1.00_a0.010_s0.20_n0,5y,1.0,0.01,0.2,0,0.12848116596653392,0.12136783697190422,0.18819538772123,0.5269253573291232,0.7003874233171918,-0.19806166876465503
mvo_r1.00_a0.010_s0.20_n0,3y,1.0,0.01,0.2,0,0.1702047264152322,0.15811687691901322,0.15914225425695103,0.8222705773063048,1.0762904660389354,-0.12554579151145817
mvo_r1.00_a0.010_s0.50_n0,full,1.0,0.01,0.5,0,0.12665922809986863,0.11950220461746093,0.21020772506960206,0.48421016577763387,0.5853268039476893,-0.3860368243446255
mvo_r1.00_a0.010_s0.50_n0,3y,1.0,0.01,0.5,0,0.1702396803227808,0.15814692466488706,0.1591234206199789,0.8225381377146406,1.0763734881904767,-0.12554579151145817
mvo_r1.00_a0.010_s0.50_n0,5y,1.0,0.01,0.5,0,0.12849743998880236,0.1213823171234684,0.18818699869648478,0.5270175220117062,0.7004012962181302,-0.19806167262393315
mvo_r1.00_a0.010_s0.80_n0,full,1.0,0.01,0.8,0,0.12023599403804885,0.1137729937900374,0.20654331843238172,0.4613660327164728,0.5535329303707391,-0.38603682434462516
mvo_r1.00_a0.010_s0.80_n0,5y,1.0,0.01,0.8,0,0.1254926005508319,0.11870515187243534,0.18465492642696246,0.5190333430239761,0.6855622797672127,-0.19560990427502623
mvo_r1.00_a0.010_s0.80_n0,3y,1.0,0.01,0.8,0,0.17399775162362907,0.1613722853308436,0.15845872407951436,0.845695523450837,1.1005635585223368,-0.12554579151145806
