config,window,risk_aversion,axioma_penalty,shrinkage_strength,n_resample,cagr,log_cagr,vol,sharpe,sortino,max_dd
mvo_r3.00_a0.001_s0.20_n0,3y,3.0,0.001,0.2,0,0.18446362585487375,0.17030048897784855,0.15714600483232763,0.9082862123528989,1.184812317886903,-0.12544551967730921
mvo_r3.00_a0.001_s0.50_n0,full,3.0,0.001,0.5,0,0.13053576200589334,0.12294409971677424,0.20800962069153445,0.5036657660965829,0.6064594253855662,-0.3863385900083134
mvo_r3.00_a0.001_s0.50_n0,5y,3.0,0.001,0.5,0,0.13442899422881371,0.126646181718756,0.1851554144109372,0.5610196815067129,0.742979572317018,-0.19803602336465898
mvo_r3.00_a0.001_s0.50_n0,3y,3.0,0.001,0.5,0,0.18446180679716329,0.17029894404509255,0.15714570647253548,0.9082777989812315,1.1847959234330947,-0.1254455196773091
mvo_r3.00_a0.001_s0.80_n0,full,3.0,0.001,0.8,0,0.12732698719583624,0.12009593772050997,0.20690012777292086,0.4914922584905135,0.5897853844982348,-0.38634535199023723
mvo_r3.00_a0.001_s0.80_n0,5y,3.0,0.001,0.8,0,0.13184966806096488,0.12436058930414509,0.18366053768224846,0.5516389161304956,0.7291770323836584,-0.1980360233646592
mvo_r3.00_a0.001_s0.80_n0,3y,3.0,0.001,0.8,0,0.18446760380827687,0.17030386746080367,0.15712393832816332,0.9084133747292275,1.1846616250839073,-0.12544551967730921
mvo_r3.00_a0.010_s0.20_n0,full,3.0,0.01,0.2,0,0.12350447542066822,0.11669241255574357,0.20946505819136363,0.47176261577894585,0.570252382192245,-0.3860368243446255
mvo_r3.00_a0.010_s0.20_n0,5y,3.0,0.01,0.2,0,0.12638423229627538,0.11950029728275186,0.18765479870906415,0.5179379937154782,0.6895306368008726,-0.1980650802625019
mvo_r3.00_a0.010_s0.20_n0,3y,3.0,0.01,0.2,0,0.17069290963257644,0.15853645705801467,0.15879561924056754,0.8263639945124889,1.0802011758212384,-0.12544551967730933
mvo_r3.00_a0.010_s0.50_n0,full,3.0,0.01,0.5,0,0.12184094931314782,0.11520760820363027,0.20847738357797005,0.4658933898740278,0.5611804276462914,-0.3860368243446255
mvo_r3.00_a0.010_s0.50_n0,5y,3.0,0.01,0.5,0,0.12806654372334103,0.12099884771167042,0.1874791578240889,0.5262448919651622,0.6991945610604187,-0.19806508026250147
mvo_r3.00_a0.010_s0.50_n0,3y,3.0,0.01,0.5,0,0.17392587348278377,0.16131069289727437,0.15859315476786376,0.8447208858311901,1.1004478230421997,-0.12544551967730933
mvo_r3.00_a0.010_s0.80_n0,full,3.0,0.01,0.8,0,0.11685405988558362,0.11074325836353897,0.20197824580877835,0.4521779549159033,0.5386130095713992,-0.3860368243446253
mvo_r3.00_a0.010_s0.80_n0,5y,3.0,0.01,0.8,0,0.13428067373030372,0.12651489285205497,0.17354530640678656,0.585763387389931,0.7824920369516265,-0.14676533700707395
mvo_r3.00_a0.010_s0.80_n0,3y,3.0,0.01,0.8,0,0.17934026964642613,0.16593976817252837,0.156857218934987,0.8818585985961038,1.1448486109959053,-0.12544551967730966
mvo_r3.00_a0.050_s0.20_n0,full,3.0,0.05,0.2,0,0.12004543207078311,0.11360252049948079,0.20495354382231412,0.4625174534581299,0.5536282193242454,-0.3860368243446254
mvo_r3.00_a0.050_s0.20_n0,5y,3.0,0.05,0.2,0,0.1313989666684794,0.12396067928700656,0.17980363874895747,0.5573363127625309,0.7406184478122231,-0.16539463813598743
mvo_r3.00_a0.050_s0.20_n0,3y,3.0,0.05,0.2,0,0.17797952230479552,0.1647783903347563,0.15729095891226771,0.8724700280140706,1.134670252134436,-0.12568418102019208
mvo_r3.00_a0.050_s0.50_n0,full,3.0,0.05,0.5,0,0.11441322228102901,0.10855090701780151,0.19850835930471822,0.44550698783486153,0.5279915334993025,-0.3842541191102632
mvo_r3.00_a0.050_s0.50_n0,5y,3.0,0.05,0.5,0,0.14499324812681924,0.1359534622086053,0.16778355426056343,0.6562455447599232,0.8841159164044896,-0.13970107442564472
mvo_r3.00_a0.050_s0.50_n0,3y,3.0,0.05,0.5,0,0.188927652286619,0.1740846745145735,0.1497107939789561,0.9709777540007081,1.3012888889086456,-0.12544551967730944
mvo_r3.00_a0.050_s0.80_n0,full,3.0,0.05,0.8,0,0.11055294971712226,0.10507380296445577,0.1817213624088852,0.44965681426418336,0.5386920445335285,-0.3496262871999022
mvo_r3.00_a0.050_s0.80_n0,5y,3.0,0.05,0.8,0,0.12448517698079598,0.11780598654458256,0.15726921013126158,0.5737787350427305,0.7610569094786208,-0.1338774142230834
mvo_r3.00_a0.050_s0.80_n0,3y,3.0,0.05,0.8,0,0.18771079067897656,0.1730545431665077,0.14554780977774998,0.9874379800835544,1.3079984254331514,-0.12544551967730888
mvo_r3.00_a0.100_s0.20_n0,full,3.0,0.1,0.2,0,0.11727190595315218,0.11111808579077248,0.1960188484135371,0.4617275556541808,0.5484536932525577,-0.3842541191102632
mvo_r3.00_a0.100_s0.20_n0,5y,3.0,0.1,0.2,0,0.1466094411578014,0.137369776451791,0.16591233969118116,0.6703007290500365,0.9026026460542202,-0.1393176834486074
mvo_r3.00_a0.100_s0.20_n0,3y,3.0,0.1,0.2,0,0.18964493872714305,0.17469139787701776,0.1488488203805344,0.9798125845606845,1.3130148461895073,-0.12544551967730933
mvo_r3.00_a0.100_s0.50_n0,full,3.0,0.1,0.5,0,0.11729186978866446,0.11113599077416444,0.18624201454651423,0.47579826828539595,0.5727399964433205,-0.3496158129103075
mvo_r3.00_a0.100_s0.50_n0,5y,3.0,0.1,0.5,0,0.13794443893824337,0.1297529335227568,0.16171026339659655,0.6363349859874473,0.8487730589372399,-0.13187382030297612
mvo_r3.00_a0.100_s0.50_n0,3y,3.0,0.1,0.5,0,0.18862875542755875,0.17383174179234967,0.1473569343976819,0.9823771068148534,1.3163593962662137,-0.12544551967730921
mvo_r3.00_a0.100_s0.80_n0,full,3.0,0.1,0.8,0,0.10907958326997913,0.10374349420286526,0.17674710374735256,0.4497953470138988,0.5282501403503722,-0.3480915821450462
mvo_r3.00_a0.100_s0.80_n0,5y,3.0,0.1,0.8,0,0.09399383344814538,0.09020311718285956,0.1566823969248277,0.3993480120328525,0.49931465650123313,-0.20018395643873999
mvo_r3.00_a0.100_s0.80_n0,3y,3.0,0.1,0.8,0,0.16863833940022688,0.15676942725271745,0.14095828157457652,0.8993037526581021,1.1896224845002379,-0.12716421951169699
