total_return,cagr,volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_drawdown_duration,current_drawdown,win_rate,avg_win,avg_loss,best_day,worst_day,best_month,worst_month,positive_days,negative_days,total_days,num_rebalances,total_transaction_costs,avg_turnover,num_trades,final_value,final_cash,final_positions
0.5797208401006271,0.24794540450083802,0.02750281295912509,4.850689869463334,8.484255675636371,24.00523838932647,-0.01032880409182201,15,-0.008494872567348464,0.6662251655629139,0.0015542435321782375,-0.0012784540018241698,0.006888780462958932,-0.005213607709082191,0.03398730283427387,0.0026546007363412727,503,252,755,1,399.99999999999994,0.0,37,1581452.8534464494,207788.98167728973,23
