,0
ETF061,0.15000000000000002
ETF016,0.15000000000000002
ETF014,0.15000000000000002
ETF000,0.15000000000000002
ETF097,0.15000000000000002
ETF059,0.15000000000000002
ETF065,0.09999999999999994
ETF084,0.0
ETF034,0.0
ETF006,0.0
ETF075,0.0
ETF043,0.0
ETF023,0.0
ETF096,0.0
ETF083,0.0
ETF057,0.0
ETF012,0.0
ETF069,0.0
ETF079,0.0
ETF035,0.0
